关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
8,55.7,11975.9,简,46.51,2007.0,1.0,1.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,1,1,1,121.55200813638092,38.98966538275035
14,113.0,12649.7,精,89.33,2004.0,2.0,2.0,泡崖康馨园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.560919506701,38.98850387561575
4,87.5,9503.6,精,92.07,1998.0,2.0,2.0,金湖里$,开发区,倚山里$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,0,121.80202386746004,39.05247226871288
1,56.0,7209.1,简,77.68,1999.0,2.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,1,1,0,0,0,0,121.74290662528917,39.1003057600386
24,105.0,18485.9,精,56.8,2009.0,1.0,1.0,华阳风尚$,沙河口,丽景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59692934069616,38.9291698915667
4,87.0,9305.8,精,93.49,2009.0,2.0,1.0,盛滨花园B区$,金州,站前$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,1,0,0,0,1,121.73484133479333,39.09653561471481
10,109.0,17219.6,简,63.3,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,1,0,0,1,0,0,0,1,121.61614032267146,38.92300347845314
11,78.9,15123.6,精,52.17,2012.0,1.0,1.0,运达诺维溪谷二期$,甘井子,甘井子其它$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,0,0,0,0,0,121.67400808565763,38.929156278686584
11,53.8,12227.3,精,44.0,2007.0,2.0,1.0,生辉第一城$,金州,城润$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,跃层,0,1,0,0,0,0,0,0,0,0,121.74764023359774,39.058098214323216
8,53.0,15052.5,精,35.21,1989.0,2.0,0.0,车家村$,沙河口,侯家沟$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.5902693036452,38.93975416108699
23,83.0,15502.4,精,53.54,2000.0,1.0,1.0,软件园小区$,高新园区,软件园$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,0,0
7,62.0,14062.1,精,44.09,1982.0,2.0,1.0,梅山路$,甘井子,山东路$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.59377620122052,38.98357517100865
11,139.0,15504.7,精,89.65,2012.0,3.0,2.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.52256275973045,38.996118699254794
7,73.0,15221.0,简,47.96,1992.0,2.0,1.0,职工街（三八广场）$,中山,三八北$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.66381439769663,38.925774731996725
50,59.0,11895.2,简,49.6,1990.0,2.0,1.0,华东路（山东路商圈）$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,0,121.60240654384825,38.996596707469664
12,138.0,28547.8,精,48.34,1990.0,2.0,1.0,39中共建巷$,中山,三八南$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66476937640293,38.920629698466094
5,93.0,13866.1,精,67.07,2008.0,2.0,1.0,今都小区$,甘井子,华东$,板塔结合$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61497446764501,38.98526587044677
3,58.0,10318.4,简,56.21,,2.0,1.0,海天富地$,金州,东山$,板楼$,钢,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.84502253359403,39.046788935969424
19,67.7,15044.4,精,45.0,1991.0,2.0,0.0,万家巷（昆明街）$,中山,南山$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,0,1,1,0,0,1,121.64676669888097,38.917855662389904
5,89.0,16333.3,精,54.49,1990.0,2.0,1.0,铁山巷（南山商圈）$,中山,南山$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.64797320941821,38.913900402381834
12,44.0,9147.6,简,48.1,2010.0,1.0,0.0,左岸经典$,开发区,红梅翠竹$,板楼$,钢混,0.2608695652173913,6.0,23.0,50.0,平层,0,0,0,0,0,0,0,0,1,0,121.7613088888647,39.04871468544913
4,72.8,13686.8,精,53.19,1990.0,2.0,1.0,武昌街$,中山,武昌街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.65285162457496,38.913665387803086
8,145.0,15888.7,精,91.26,2015.0,3.0,2.0,万科朗润园$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,1,0,0,1,121.51646427501309,38.99908746150524
4,108.0,12453.9,毛,86.72,2012.0,2.0,1.0,红星海四期城市别馆二号$,开发区,红星海$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,1,0,0,1,0,1,0,0,0,1,121.80653069854259,39.028138763018376
3,95.0,11693.7,精,81.24,2002.0,2.0,2.0,玉意街$,甘井子,泡崖八区$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.5554355994949,38.98804264734938
7,98.0,7720.2,精,126.94,2008.0,3.0,1.0,金舍嘉苑$,金州,站前$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,1,0,1,0,0,0,1,121.7303260623339,39.09126833151845
5,54.0,17024.0,精,31.72,2012.0,1.0,0.0,益嘉广场$,沙河口,马栏$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,1,1,0,1,1,0,1,0,1,121.56100407946984,38.92546552027435
4,71.0,8925.2,简,79.55,2011.0,2.0,1.0,海天新界$,金州,连大$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,1,0,0,0,0,0,1,1,121.70683084848312,39.10235297442457
2,81.8,22132.0,简,36.96,2004.0,1.0,1.0,赛维利大厦$,西岗,英华街$,塔楼$,钢混,0.18181818181818185,2.0,11.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.63042020746504,38.92502845029263
18,61.0,12839.4,精,47.51,2005.0,1.0,1.0,北欧假日$,开发区,松峪$,塔楼$,钢混,0.2222222222222222,4.0,18.0,50.0,平层,0,0,1,0,1,1,1,0,1,0,121.77932584674934,39.04444734216941
2,49.0,8750.0,简,56.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.72508981975352,39.11499770792852
10,220.0,27718.3,精,79.37,2004.0,2.0,1.0,长江杰座$,西岗,英华街$,塔楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62593258395091,38.92149375727108
14,129.0,14381.3,精,89.7,2008.0,2.0,1.0,美域盛景$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61022278003976,39.006221362805846
4,24.5,6732.6,简,36.39,2008.0,1.0,1.0,金色华庭$,金州,南棉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.72170002348787,39.10040607248518
6,59.8,11914.7,简,50.19,1995.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,混合,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.56320121617092,38.93162774504978
17,268.0,35614.6,精,75.25,2008.0,2.0,2.0,明秀山庄B区$,中山,秀月$,板楼$,框架,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.6572333082254,38.88547765863156
3,50.0,7608.0,精,65.72,,2.0,2.0,海湾新城$,普兰店,普兰店$,未知$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.95243275813388,39.409295982474845
14,49.0,9214.0,简,53.18,2009.0,1.0,1.0,金华小区三期$,金州,金华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,1,0,1,1,121.71053195431988,39.11274753822256
12,111.0,12349.8,精,89.88,2004.0,2.0,2.0,泡崖康馨园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55200813638092,38.98966538275035
2,101.0,15627.4,简,64.63,2002.0,2.0,1.0,虹港新居$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1,121.53919647535012,38.96459117581624
13,53.0,10394.2,简,50.99,1998.0,1.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57185447367391,38.90203187667108
11,83.0,17685.9,精,46.93,2011.0,1.0,0.0,嘉创E人国际$,高新园区,高新园区$,板楼$,钢混,0.16,4.0,25.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.53004564462856,38.86095008488827
4,78.0,17727.3,简,44.0,1990.0,2.0,0.0,周山街$,甘井子,周水子$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57744594308346,38.953312362109244
5,58.0,9013.2,精,64.35,2007.0,2.0,1.0,滨城南岸小区$,金州,城润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,1,0,1,0,118.026603850606,37.436843207743635
10,54.6,13605.8,简,40.13,2007.0,1.0,0.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,1,0,0,1,1,121.61768702509855,39.01348308242818
9,145.0,12099.5,精,119.84,2015.0,3.0,2.0,红星海时光的岸$,开发区,红星海$,板楼$,未知,1.0,2.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.8129339971839,39.01381262279472
2,72.0,12685.0,简,56.76,1988.0,2.0,1.0,山屏街$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.68618011363986,38.907450656619666
2,66.0,22155.1,精,29.79,1989.0,1.0,1.0,久胜街$,甘井子,周水子$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56030686234318,39.047074634509706
0,40.0,5633.8,精,71.0,,2.0,1.0,郁林海景花园$,旅顺口,旅顺口$,未知$,未知,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.16524593295973,38.79273878935072
18,81.5,10225.8,精,79.7,2013.0,2.0,1.0,欣家园一期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,1,121.66030786752826,39.0378732155588
5,148.0,26671.5,精,55.49,2006.0,1.0,1.0,伊景华园$,中山,南山$,塔楼$,钢混,0.125,3.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.64579624416734,38.91883415092271
3,94.0,10264.2,精,91.58,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,0,0,0,0,0,121.64195088573689,39.02260164012546
24,76.0,14763.0,精,51.48,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53094001196717,38.86464631837938
2,106.0,15382.4,精,68.91,2002.0,2.0,1.0,泉水友好园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61344738241365,39.003657625002454
8,78.0,23214.3,精,33.6,2005.0,1.0,0.0,嘉和花样年华二期$,中山,三八南$,板楼$,钢混,0.2692307692307692,7.0,26.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.66262297420043,38.92463592013571
3,79.6,15179.3,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62313670237317,38.92225115261126
23,112.0,17945.8,简,62.41,1990.0,3.0,0.0,文萃轩小区$,高新园区,学府$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.54306967765817,38.886177577373516
3,92.0,15862.1,精,58.0,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.69199711612228,38.89564182559214
2,168.0,10434.8,简,161.0,2002.0,3.0,2.0,佳地花园$,开发区,安盛$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,1,1,1,0,1,0,0,0,1,121.78265364556191,39.05450953144837
12,97.0,10825.9,精,89.6,2015.0,2.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.74704068653426,39.06145168324684
26,46.5,7403.3,简,62.81,1992.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.3333333333333333,1.0,3.0,0.0,平层,0,1,1,0,1,1,0,0,0,0,121.76407008327345,39.081313425289004
2,46.0,8360.6,精,55.02,2009.0,2.0,1.0,现代雅筑$,金州,站前$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.73034616012308,39.09291626213421
9,129.8,13061.0,简,99.38,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.61294900251671,39.01276007861568
1,72.0,9729.7,精,74.0,2017.0,2.0,1.0,海禄苑小区$,甘井子,前关$,板楼$,框架,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,1,1,1,0,0,0,1,121.67545033850985,39.03875543932697
19,98.0,16838.5,精,58.2,2012.0,1.0,1.0,枣园万象$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,1,121.59657916324228,38.98707825712343
12,148.0,13716.4,精,107.9,2001.0,2.0,2.0,金海花园西园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60738150349138,38.94140879395716
3,99.8,13367.3,简,74.66,2000.0,2.0,1.0,兴达花园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.54753649821332,38.929378553042135
2,65.0,8162.8,精,79.63,1995.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.76407008327345,39.081313425289004
7,95.0,10285.8,精,92.36,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,0,121.62163148459285,38.9189536667856
15,88.5,26753.3,毛,33.08,2018.0,1.0,0.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.52773970157088,38.95157664728067
5,78.0,10036.0,精,77.72,2014.0,2.0,1.0,观山悦$,金州,金润$,板塔结合$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.74099222934906,39.10777997613847
17,83.0,13001.3,简,63.84,1998.0,2.0,1.0,恒达花园（沙河口）$,沙河口,辽师$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,1,0,121.59450670056631,38.913544290955585
29,115.0,14906.0,简,77.15,2000.0,2.0,1.0,软件园小区$,高新园区,软件园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,0,0
3,50.0,7608.0,精,65.72,,2.0,2.0,海湾新城$,普兰店,普兰店$,未知$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.95243275813388,39.409295982474845
12,111.0,12349.8,精,89.88,2004.0,2.0,2.0,泡崖康馨园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55200813638092,38.98966538275035
2,101.0,15627.4,简,64.63,2002.0,2.0,1.0,虹港新居$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1,121.53919647535012,38.96459117581624
13,53.0,10394.2,简,50.99,1998.0,1.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57185447367391,38.90203187667108
11,83.0,17685.9,精,46.93,2011.0,1.0,0.0,嘉创E人国际$,高新园区,高新园区$,板楼$,钢混,0.16,4.0,25.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.53004564462856,38.86095008488827
4,78.0,17727.3,简,44.0,1990.0,2.0,0.0,周山街$,甘井子,周水子$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57744594308346,38.953312362109244
4,66.7,11600.0,简,57.5,1995.0,2.0,1.0,七迎路$,甘井子,山东路$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.58680870204094,38.98860019218896
5,58.0,9013.2,精,64.35,2007.0,2.0,1.0,滨城南岸小区$,金州,城润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,1,0,1,0,118.026603850606,37.436843207743635
10,54.6,13605.8,简,40.13,2007.0,1.0,0.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,1,0,0,1,1,121.61768702509855,39.01348308242818
9,145.0,12099.5,精,119.84,2015.0,3.0,2.0,红星海时光的岸$,开发区,红星海$,板楼$,未知,1.0,2.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.8129339971839,39.01381262279472
2,72.0,12685.0,简,56.76,1988.0,2.0,1.0,山屏街$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.68618011363986,38.907450656619666
2,66.0,22155.1,精,29.79,1989.0,1.0,1.0,久胜街$,甘井子,周水子$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56030686234318,39.047074634509706
0,40.0,5633.8,精,71.0,,2.0,1.0,郁林海景花园$,旅顺口,旅顺口$,未知$,未知,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.16524593295973,38.79273878935072
18,81.5,10225.8,精,79.7,2013.0,2.0,1.0,欣家园一期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,1,121.66030786752826,39.0378732155588
5,148.0,26671.5,精,55.49,2006.0,1.0,1.0,伊景华园$,中山,南山$,塔楼$,钢混,0.125,3.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.64579624416734,38.91883415092271
3,94.0,10264.2,精,91.58,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,0,0,0,0,0,121.64195088573689,39.02260164012546
24,76.0,14763.0,精,51.48,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53094001196717,38.86464631837938
2,106.0,15382.4,精,68.91,2002.0,2.0,1.0,泉水友好园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61344738241365,39.003657625002454
3,79.6,15179.3,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62313670237317,38.92225115261126
3,92.0,15862.1,精,58.0,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.69199711612228,38.89564182559214
2,168.0,10434.8,简,161.0,2002.0,3.0,2.0,佳地花园$,开发区,安盛$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,1,1,1,0,1,0,0,0,1,121.78265364556191,39.05450953144837
12,97.0,10825.9,精,89.6,2015.0,2.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.74704068653426,39.06145168324684
2,46.0,8360.6,精,55.02,2009.0,2.0,1.0,现代雅筑$,金州,站前$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.73034616012308,39.09291626213421
9,129.8,13061.0,简,99.38,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.61294900251671,39.01276007861568
1,72.0,9729.7,精,74.0,2017.0,2.0,1.0,海禄苑小区$,甘井子,前关$,板楼$,框架,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,1,1,1,0,0,0,1,121.67545033850985,39.03875543932697
12,148.0,13716.4,精,107.9,2001.0,2.0,2.0,金海花园西园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60738150349138,38.94140879395716
3,99.8,13367.3,简,74.66,2000.0,2.0,1.0,兴达花园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.54753649821332,38.929378553042135
2,65.0,8162.8,精,79.63,1995.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.76406995032424,39.08086364372875
7,95.0,10285.8,精,92.36,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,0,121.64195088573689,39.02260164012546
5,78.0,10036.0,精,77.72,2014.0,2.0,1.0,观山悦$,金州,金润$,板塔结合$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.74137839382,39.10792902412935
5,139.0,27800.0,精,50.0,1982.0,2.0,1.0,解放街$,中山,南山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0,121.65325808086908,38.92252287635669
3,160.0,15615.9,精,102.46,2015.0,2.0,2.0,华润海中国五期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.75727920982158,39.04282909035126
10,99.8,14524.8,精,68.71,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0,121.61294900251671,39.01276007861568
8,131.0,17847.4,精,73.4,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,0,1,121.61614032267146,38.92300347845314
3,97.0,14258.4,简,68.03,2004.0,2.0,1.0,双兴财富长街（大菜市商圈）$,西岗,大菜市$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.63748495989405,38.93327328298943
19,75.0,13048.0,简,57.48,1990.0,2.0,1.0,春园里$,中山,寺儿沟$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,0,0,0,0,1,121.6832231353418,38.921856328462546
5,39.8,8403.7,精,47.36,2016.0,1.0,1.0,岭湾峰尚二期$,开发区,杏花里$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,1,1,1,0,0,0,0,1,121.80116098483123,39.076678126069666
23,143.0,19066.7,简,75.0,1998.0,2.0,2.0,21中天兴花园一期$,沙河口,中山公园$,板楼$,钢混,0.2727272727272727,3.0,11.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60617164676614,38.915194673295254
3,40.0,9180.6,精,43.57,2015.0,2.0,1.0,山河御景$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,50.0,复式,0,0,0,0,0,0,0,0,0,0,121.85571550874054,39.088230704571615
12,91.5,14912.0,简,61.36,1993.0,2.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,1,0,1,121.56487815942236,38.90285927867023
0,58.0,8426.6,简,68.83,2007.0,2.0,1.0,湾里东$,开发区,金湾新城$,板楼$,钢混,3.0,6.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.86275581378507,39.074533650932494
1,156.0,16709.5,精,93.36,2003.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,1,0,121.57869821060844,38.98266707097553
4,87.0,9990.8,毛,87.08,2017.0,3.0,2.0,鲁能优山美地$,金州,金石滩$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,1,0,0,1,0,0,0,0,0,0,0,0
17,55.8,13656.4,简,40.86,1990.0,1.0,1.0,华南沃尔玛六平路$,甘井子,名贵$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,0,121.60097725264625,38.995572544768734
3,68.0,9189.2,毛,74.0,1993.0,3.0,1.0,新林巷$,西岗,新起屯$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.64038616958942,38.89402783176648
1,79.5,12003.6,精,66.23,2000.0,2.0,1.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56608835660542,38.9835870809834
8,149.0,16629.5,精,89.6,2009.0,2.0,1.0,泉水家年华$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,0,0,0,1,0,121.62977789297456,39.01625356593743
25,128.0,32462.6,精,39.43,1992.0,2.0,0.0,34中唐山街$,西岗,唐山街$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.63300950123312,38.916680781654385
