关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲
8,53.0,15052.5,精,35.21,1989.0,2.0,0.0,车家村$,沙河口,侯家沟$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
23,83.0,15502.4,精,53.54,2000.0,1.0,1.0,软件园小区$,高新园区,软件园$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
7,62.0,14062.1,精,44.09,1982.0,2.0,1.0,梅山路$,甘井子,山东路$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
11,139.0,15504.7,精,89.65,2012.0,3.0,2.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
7,73.0,15221.0,简,47.96,1992.0,2.0,1.0,职工街（三八广场）$,中山,三八北$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
50,59.0,11895.2,简,49.6,1990.0,2.0,1.0,华东路（山东路商圈）$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,0
12,138.0,28547.8,精,48.34,1990.0,2.0,1.0,39中共建巷$,中山,三八南$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
5,93.0,13866.1,精,67.07,2008.0,2.0,1.0,今都小区$,甘井子,华东$,板塔结合$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,58.0,10318.4,简,56.21,,2.0,1.0,海天富地$,金州,东山$,板楼$,钢,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
19,67.7,15044.4,精,45.0,1991.0,2.0,0.0,万家巷（昆明街）$,中山,南山$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,0,1,1,0,0,1
5,89.0,16333.3,精,54.49,1990.0,2.0,1.0,铁山巷（南山商圈）$,中山,南山$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
12,44.0,9147.6,简,48.1,2010.0,1.0,0.0,左岸经典$,开发区,红梅翠竹$,板楼$,钢混,0.2608695652173913,6.0,23.0,50.0,平层,0,0,0,0,0,0,0,0,1,0
4,72.8,13686.8,精,53.19,1990.0,2.0,1.0,武昌街$,中山,武昌街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,145.0,15888.7,精,91.26,2015.0,3.0,2.0,万科朗润园$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,1,0,0,1
4,108.0,12453.9,毛,86.72,2012.0,2.0,1.0,红星海四期城市别馆二号$,开发区,红星海$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,1,0,0,1,0,1,0,0,0,1
3,95.0,11693.7,精,81.24,2002.0,2.0,2.0,玉意街$,甘井子,泡崖八区$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
7,98.0,7720.2,精,126.94,2008.0,3.0,1.0,金舍嘉苑$,金州,站前$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,1,0,1,0,0,0,1
5,54.0,17024.0,精,31.72,2012.0,1.0,0.0,益嘉广场$,沙河口,马栏$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,1,1,0,1,1,0,1,0,1
4,71.0,8925.2,简,79.55,2011.0,2.0,1.0,海天新界$,金州,连大$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,1,0,0,0,0,0,1,1
2,81.8,22132.0,简,36.96,2004.0,1.0,1.0,赛维利大厦$,西岗,英华街$,塔楼$,钢混,0.18181818181818185,2.0,11.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
18,61.0,12839.4,精,47.51,2005.0,1.0,1.0,北欧假日$,开发区,松峪$,塔楼$,钢混,0.2222222222222222,4.0,18.0,50.0,平层,0,0,1,0,1,1,1,0,1,0
2,49.0,8750.0,简,56.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
10,220.0,27718.3,精,79.37,2004.0,2.0,1.0,长江杰座$,西岗,英华街$,塔楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
14,129.0,14381.3,精,89.7,2008.0,2.0,1.0,美域盛景$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,24.5,6732.6,简,36.39,2008.0,1.0,1.0,金色华庭$,金州,南棉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
6,59.8,11914.7,简,50.19,1995.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,混合,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
17,268.0,35614.6,精,75.25,2008.0,2.0,2.0,明秀山庄B区$,中山,秀月$,板楼$,框架,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,50.0,7608.0,精,65.72,,2.0,2.0,海湾新城$,普兰店,普兰店$,未知$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,0
14,49.0,9214.0,简,53.18,2009.0,1.0,1.0,金华小区三期$,金州,金华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,1,0,1,1
12,111.0,12349.8,精,89.88,2004.0,2.0,2.0,泡崖康馨园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,101.0,15627.4,简,64.63,2002.0,2.0,1.0,虹港新居$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1
13,53.0,10394.2,简,50.99,1998.0,1.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
11,83.0,17685.9,精,46.93,2011.0,1.0,0.0,嘉创E人国际$,高新园区,高新园区$,板楼$,钢混,0.16,4.0,25.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
4,78.0,17727.3,简,44.0,1990.0,2.0,0.0,周山街$,甘井子,周水子$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
5,58.0,9013.2,精,64.35,2007.0,2.0,1.0,滨城南岸小区$,金州,城润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,1,0,1,0
10,54.6,13605.8,简,40.13,2007.0,1.0,0.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,1,0,0,1,1
9,145.0,12099.5,精,119.84,2015.0,3.0,2.0,红星海时光的岸$,开发区,红星海$,板楼$,未知,1.0,2.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
2,72.0,12685.0,简,56.76,1988.0,2.0,1.0,山屏街$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,66.0,22155.1,精,29.79,1989.0,1.0,1.0,久胜街$,甘井子,周水子$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
0,40.0,5633.8,精,71.0,,2.0,1.0,郁林海景花园$,旅顺口,旅顺口$,未知$,未知,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
18,81.5,10225.8,精,79.7,2013.0,2.0,1.0,欣家园一期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,1
5,148.0,26671.5,精,55.49,2006.0,1.0,1.0,伊景华园$,中山,南山$,塔楼$,钢混,0.125,3.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,94.0,10264.2,精,91.58,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,0,0,0,0,0
24,76.0,14763.0,精,51.48,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
2,106.0,15382.4,精,68.91,2002.0,2.0,1.0,泉水友好园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,78.0,23214.3,精,33.6,2005.0,1.0,0.0,嘉和花样年华二期$,中山,三八南$,板楼$,钢混,0.2692307692307692,7.0,26.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,79.6,15179.3,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
23,112.0,17945.8,简,62.41,1990.0,3.0,0.0,文萃轩小区$,高新园区,学府$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,92.0,15862.1,精,58.0,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
2,168.0,10434.8,简,161.0,2002.0,3.0,2.0,佳地花园$,开发区,安盛$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,1,1,1,0,1,0,0,0,1
12,97.0,10825.9,精,89.6,2015.0,2.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
26,46.5,7403.3,简,62.81,1992.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.3333333333333333,1.0,3.0,0.0,平层,0,1,1,0,1,1,0,0,0,0
2,46.0,8360.6,精,55.02,2009.0,2.0,1.0,现代雅筑$,金州,站前$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
9,129.8,13061.0,简,99.38,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
1,72.0,9729.7,精,74.0,2017.0,2.0,1.0,海禄苑小区$,甘井子,前关$,板楼$,框架,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,1,1,1,0,0,0,1
19,98.0,16838.5,精,58.2,2012.0,1.0,1.0,枣园万象$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
12,148.0,13716.4,精,107.9,2001.0,2.0,2.0,金海花园西园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,99.8,13367.3,简,74.66,2000.0,2.0,1.0,兴达花园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
2,65.0,8162.8,精,79.63,1995.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
7,95.0,10285.8,精,92.36,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,0
15,88.5,26753.3,毛,33.08,2018.0,1.0,0.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,1,1,0,0,1,1
5,78.0,10036.0,精,77.72,2014.0,2.0,1.0,观山悦$,金州,金润$,板塔结合$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
17,83.0,13001.3,简,63.84,1998.0,2.0,1.0,恒达花园（沙河口）$,沙河口,辽师$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,1,0
29,115.0,14906.0,简,77.15,2000.0,2.0,1.0,软件园小区$,高新园区,软件园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,50.0,7608.0,精,65.72,,2.0,2.0,海湾新城$,普兰店,普兰店$,未知$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,0
12,111.0,12349.8,精,89.88,2004.0,2.0,2.0,泡崖康馨园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,101.0,15627.4,简,64.63,2002.0,2.0,1.0,虹港新居$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1
13,53.0,10394.2,简,50.99,1998.0,1.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
11,83.0,17685.9,精,46.93,2011.0,1.0,0.0,嘉创E人国际$,高新园区,高新园区$,板楼$,钢混,0.16,4.0,25.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
4,78.0,17727.3,简,44.0,1990.0,2.0,0.0,周山街$,甘井子,周水子$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,66.7,11600.0,简,57.5,1995.0,2.0,1.0,七迎路$,甘井子,山东路$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
5,58.0,9013.2,精,64.35,2007.0,2.0,1.0,滨城南岸小区$,金州,城润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,1,0,1,0
10,54.6,13605.8,简,40.13,2007.0,1.0,0.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,1,0,0,1,1
9,145.0,12099.5,精,119.84,2015.0,3.0,2.0,红星海时光的岸$,开发区,红星海$,板楼$,未知,1.0,2.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
2,72.0,12685.0,简,56.76,1988.0,2.0,1.0,山屏街$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,66.0,22155.1,精,29.79,1989.0,1.0,1.0,久胜街$,甘井子,周水子$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
0,40.0,5633.8,精,71.0,,2.0,1.0,郁林海景花园$,旅顺口,旅顺口$,未知$,未知,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
18,81.5,10225.8,精,79.7,2013.0,2.0,1.0,欣家园一期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,1
5,148.0,26671.5,精,55.49,2006.0,1.0,1.0,伊景华园$,中山,南山$,塔楼$,钢混,0.125,3.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,94.0,10264.2,精,91.58,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,0,0,0,0,0
24,76.0,14763.0,精,51.48,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
2,106.0,15382.4,精,68.91,2002.0,2.0,1.0,泉水友好园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,79.6,15179.3,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,92.0,15862.1,精,58.0,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
2,168.0,10434.8,简,161.0,2002.0,3.0,2.0,佳地花园$,开发区,安盛$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,1,1,1,0,1,0,0,0,1
12,97.0,10825.9,精,89.6,2015.0,2.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,46.0,8360.6,精,55.02,2009.0,2.0,1.0,现代雅筑$,金州,站前$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
9,129.8,13061.0,简,99.38,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
1,72.0,9729.7,精,74.0,2017.0,2.0,1.0,海禄苑小区$,甘井子,前关$,板楼$,框架,0.3333333333333333,2.0,6.0,70.0,平层,0,1,0,1,1,1,0,0,0,1
12,148.0,13716.4,精,107.9,2001.0,2.0,2.0,金海花园西园$,西岗,香炉礁$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
3,99.8,13367.3,简,74.66,2000.0,2.0,1.0,兴达花园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
2,65.0,8162.8,精,79.63,1995.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
7,95.0,10285.8,精,92.36,2009.0,2.0,1.0,泉水N1区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,0,0
5,78.0,10036.0,精,77.72,2014.0,2.0,1.0,观山悦$,金州,金润$,板塔结合$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
5,139.0,27800.0,精,50.0,1982.0,2.0,1.0,解放街$,中山,南山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0
3,160.0,15615.9,精,102.46,2015.0,2.0,2.0,华润海中国五期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
10,99.8,14524.8,精,68.71,2001.0,2.0,1.0,锦泉源B1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0
8,131.0,17847.4,精,73.4,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,0,1
3,97.0,14258.4,简,68.03,2004.0,2.0,1.0,双兴财富长街（大菜市商圈）$,西岗,大菜市$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
19,75.0,13048.0,简,57.48,1990.0,2.0,1.0,春园里$,中山,寺儿沟$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,0,0,0,0,1
5,39.8,8403.7,精,47.36,2016.0,1.0,1.0,岭湾峰尚二期$,开发区,杏花里$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,1,1,1,0,0,0,0,1
23,143.0,19066.7,简,75.0,1998.0,2.0,2.0,21中天兴花园一期$,沙河口,中山公园$,板楼$,钢混,0.2727272727272727,3.0,11.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,40.0,9180.6,精,43.57,2015.0,2.0,1.0,山河御景$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,50.0,复式,0,0,0,0,0,0,0,0,0,0
12,91.5,14912.0,简,61.36,1993.0,2.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,1,0,1
0,58.0,8426.6,简,68.83,2007.0,2.0,1.0,湾里东$,开发区,金湾新城$,板楼$,钢混,3.0,6.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
1,156.0,16709.5,精,93.36,2003.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,1,0
4,87.0,9990.8,毛,87.08,2017.0,3.0,2.0,鲁能优山美地$,金州,金石滩$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,1,0,0,1,0,0,0,0,0,0
17,55.8,13656.4,简,40.86,1990.0,1.0,1.0,华南沃尔玛六平路$,甘井子,名贵$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,0
3,68.0,9189.2,毛,74.0,1993.0,3.0,1.0,新林巷$,西岗,新起屯$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
1,79.5,12003.6,精,66.23,2000.0,2.0,1.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,149.0,16629.5,精,89.6,2009.0,2.0,1.0,泉水家年华$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,0,0,0,1,0
25,128.0,32462.6,精,39.43,1992.0,2.0,0.0,34中唐山街$,西岗,唐山街$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
5,51.8,12377.5,精,41.85,1989.0,2.0,0.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
6,98.0,17500.0,精,56.0,2009.0,2.0,1.0,谷歌里$,高新园区,七贤岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
2,75.0,9532.3,精,78.68,2007.0,2.0,2.0,金信陶然居$,金州,桃园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
1,134.9,14078.5,精,95.82,2006.0,2.0,1.0,东山花园$,开发区,东山$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
5,71.0,16892.7,精,42.03,2008.0,1.0,1.0,宅语原$,沙河口,软件园$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
5,49.9,7666.3,简,65.09,2004.0,2.0,1.0,光明现代城$,金州,站前$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,67.0,19425.9,精,34.49,2010.0,1.0,1.0,小平岛揽海名寓$,高新园区,小平岛$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
6,109.0,16972.9,精,64.22,2012.0,1.0,1.0,美辰香醒$,甘井子,华东$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,48.0,8930.2,毛,53.75,2014.0,1.0,1.0,知润山$,开发区,高城山$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
10,125.0,16303.6,简,76.67,1999.0,3.0,2.0,文荟小区$,高新园区,凌水$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,76.5,17091.2,精,44.76,2000.0,2.0,0.0,丹东街（二七商圈）$,中山,二七$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
3,29.0,6691.3,简,43.34,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
5,49.9,7666.3,简,65.09,2004.0,2.0,1.0,光明现代城$,金州,站前$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,67.0,19425.9,精,34.49,2010.0,1.0,1.0,小平岛揽海名寓$,高新园区,小平岛$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
6,109.0,16972.9,精,64.22,2012.0,1.0,1.0,美辰香醒$,甘井子,华东$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,48.0,8930.2,毛,53.75,2014.0,1.0,1.0,知润山$,开发区,高城山$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
10,125.0,16303.6,简,76.67,1999.0,3.0,2.0,文荟小区$,高新园区,凌水$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,76.5,17091.2,精,44.76,2000.0,2.0,0.0,丹东街（二七商圈）$,中山,二七$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
3,29.0,6691.3,简,43.34,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
1,62.4,10400.0,精,60.0,,2.0,1.0,新月里$,开发区,东山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
8,98.0,15196.2,简,64.49,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.5,1.0,2.0,70.0,暂无数据,0,0,1,0,0,1,0,0,1,1
7,46.0,9850.1,精,46.7,2005.0,1.0,1.0,熙龙山庄$,旅顺口,龙王塘$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,1,1,1,0,0,0,1,1
6,64.8,9543.4,精,67.9,1998.0,2.0,2.0,开.东山小区$,开发区,东山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,0,0,0,0,1,0
9,135.0,11344.5,简,119.0,2013.0,3.0,1.0,德泰岭秀逸城B区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
12,60.0,13157.9,精,45.6,1998.0,2.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,68.0,8710.1,精,78.07,2013.0,2.0,1.0,海脉未来城$,金州,城润$,板塔结合$,钢混,0.4,2.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,33.8,8243.9,精,41.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,1,0,0,1,0
2,116.0,12298.6,精,94.32,2005.0,2.0,2.0,泡崖康祥园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
